0.98,2.13,,7.61,6.18,,,,,
0.98,2.05,,7.59,6.19,,,,,
0.98,2.04,,7.58,6.19,,,,,
0.98,2.04,,7.61,6.19,,,,,
0.96,2.04,,7.59,6.19,,,,,
0.98,2.04,,7.58,6.19,,,,,
0.98,2.04,,7.61,6.19,,,,,
0.96,2.04,,7.61,6.19,,,,,
0.98,2.04,,0.76,6.19,,,,,
0.98,2.04,,6.93,6.19,,,,,
0.96,2.04,,7.54,6.19,,,,,
0.1,2.04,,7.61,2604.39,,,,,
0.87,2.04,,7.61,266.03,,,,,
0.94,2.02,,7.61,32.19,,,,,
0.93,847.42,,7.61,8.81,,,,,
0.95,86.56,,7.61,6.47,,,,,
0.93,10.47,,7.61,6.24,,,,,
0.93,2.87,,7.61,6.21,,,,,
0.93,2.1,,7.64,6.21,,,,,
0.93,2.01,,7.61,6.21,,,,,
0.93,2,,7.61,6.21,,,,,
0.93,2,,7.64,6.21,,,,,
0.93,2,,7.61,6.21,,,,,
0.93,2,,7.61,6.21,,,,,
0.93,2,,7.64,6.21,,,,,
0.93,2,,7.61,6.21,,,,,
0.93,2,,0.76,6.23,,,,,
0.93,2,,6.93,6.23,,,,,
0.93,2,,7.54,6.23,,,,,
0.09,2,,7.64,2614.31,,,,,
0.84,2,,7.64,267.04,,,,,
0.92,2,,7.64,32.29,,,,,
0.93,837.4,,7.61,8.84,,,,,
0.93,85.54,,7.64,6.49,,,,,
0.9,10.35,,7.64,6.26,,,,,
0.92,2.83,,7.61,6.24,,,,,
0.9,2.08,,7.64,6.23,,,,,
0.9,2.01,,7.64,6.23,,,,,
0.92,1.98,,7.64,6.23,,,,,
0.9,2,,7.64,6.21,,,,,
0.92,1.98,,7.61,6.21,,,,,
0.9,1.98,,7.64,6.21,,,,,
0.9,1.98,,7.64,6.21,,,,,
0.92,1.98,,7.61,6.21,,,,,
0.9,1.98,,0.76,6.21,,,,,
0.92,1.98,,6.95,6.23,,,,,
0.93,1.98,,7.57,6.23,,,,,
0.09,1.98,,7.64,2624.35,,,,,
0.84,1.98,,7.64,268.09,,,,,
0.92,1.98,,7.64,32.46,,,,,
0.93,829.48,,7.64,8.92,,,,,
0.93,84.73,,7.64,6.57,,,,,
0.9,10.25,,7.64,6.33,,,,,
0.92,2.81,,7.61,6.31,,,,,
0.93,2.06,,7.64,6.31,,,,,
0.9,1.99,,7.64,6.28,,,,,
0.92,1.98,,7.64,6.28,,,,,
0.9,1.98,,7.64,6.28,,,,,
0.9,1.98,,7.64,6.28,,,,,
0.9,1.96,,7.64,6.28,,,,,
0.9,1.98,,7.64,6.28,,,,,
0.9,1.96,,7.64,6.28,,,,,
0.9,1.95,,0.76,6.28,,,,,
0.9,1.95,,6.95,6.28,,,,,
0.9,1.95,,7.57,6.28,,,,,
0.09,1.95,,7.61,2624.35,,,,,
0.79,1.95,,7.64,268.09,,,,,
0.89,1.95,,7.64,32.48,,,,,
0.87,819.46,,7.61,8.92,,,,,
0.87,83.7,,7.64,6.55,,,,,
0.87,10.13,,7.64,6.31,,,,,
0.87,2.77,,7.61,6.28,,,,,
0.87,2.04,,7.64,6.28,,,,,
0.87,1.94,,7.64,6.28,,,,,
0.87,1.95,,7.61,6.28,,,,,
0.85,1.95,,7.64,6.28,,,,,
0.87,1.93,,7.64,6.28,,,,,
0.87,1.95,,7.64,6.28,,,,,
0.87,1.93,,7.64,6.28,,,,,
0.9,1.93,,7.64,6.28,,,,,
0.87,1.93,,0.76,6.28,,,,,
0.87,1.93,,6.95,6.28,,,,,
0.87,1.93,,7.57,6.28,,,,,
0.09,1.93,,7.61,2634.35,,,,,
0.77,1.93,,7.64,269.09,,,,,
0.86,1.93,,7.64,32.56,,,,,
0.84,809.44,,7.61,8.89,,,,,
0.84,82.68,,7.64,6.52,,,,,
0.84,10.01,,7.64,6.28,,,,,
0.84,2.74,,7.61,6.26,,,,,
0.82,1.99,,7.64,6.26,,,,,
0.84,1.91,,7.64,6.26,,,,,
0.84,1.91,,7.61,6.26,,,,,
0.84,1.91,,7.64,6.26,,,,,
0.84,1.91,,7.64,6.28,,,,,
0.82,1.91,,7.64,6.26,,,,,
0.82,1.91,,7.64,6.26,,,,,
0.84,1.91,,7.64,6.28,,,,,
0.82,1.91,,0.76,6.28,,,,,
0.82,1.91,,6.93,6.28,,,,,
0.82,1.91,,7.57,6.28,,,,,
0.08,1.91,,7.64,2634.35,,,,,
0.74,1.91,,7.64,269.09,,,,,
0.81,1.91,,7.64,32.56,,,,,
0.79,789.49,,7.64,8.91,,,,,
0.79,80.64,,7.61,6.54,,,,,
0.79,9.76,,7.61,6.31,,,,,
0.79,2.67,,7.64,6.26,,,,,
0.79,1.96,,7.64,6.26,,,,,
0.76,1.89,,7.61,6.26,,,,,
0.79,1.88,,7.64,6.26,,,,,
0.76,1.88,,7.64,6.26,,,,,
0.76,1.88,,7.61,6.26,,,,,
0.79,1.86,,7.64,6.28,,,,,
0.76,1.88,,7.64,6.28,,,,,
0.76,1.86,,7.61,6.28,,,,,
0.76,1.86,,0.76,6.28,,,,,
0.79,1.86,,6.95,6.28,,,,,
0.76,1.86,,7.54,6.28,,,,,
0.08,1.86,,7.61,2644.38,,,,,
0.69,1.86,,7.64,270.11,,,,,
0.75,1.86,,7.64,32.69,,,,,
0.76,779.47,,7.61,8.94,,,,,
0.74,79.6,,7.64,6.57,,,,,
0.76,9.61,,7.64,6.31,,,,,
0.76,2.61,,7.64,6.28,,,,,
0.74,1.93,,7.64,6.28,,,,,
0.73,1.84,,7.64,6.28,,,,,
0.76,1.84,,7.64,6.28,,,,,
0.74,1.84,,7.61,6.28,,,,,
0.73,1.84,,7.64,6.28,,,,,
0.73,1.84,,7.64,6.28,,,,,
0.73,1.84,,7.64,6.28,,,,,
0.73,1.84,,7.64,6.28,,,,,
0.73,1.84,,0.76,6.26,,,,,
0.73,1.84,,6.93,6.28,,,,,
0.73,1.84,,7.57,6.26,,,,,
0.07,1.84,,7.64,2624.33,,,,,
0.67,1.84,,7.64,268.07,,,,,
0.7,1.84,,7.64,32.44,,,,,
0.71,769.43,,7.64,8.88,,,,,
0.68,78.57,,7.64,6.52,,,,,
0.68,9.49,,7.64,6.28,,,,,
0.7,2.58,,7.61,6.26,,,,,
0.68,1.89,,7.64,6.26,,,,,
0.68,1.82,,7.64,6.26,,,,,
0.68,1.81,,7.64,6.26,,,,,
0.68,1.81,,7.64,6.26,,,,,
0.68,1.81,,7.64,6.26,,,,,
0.7,1.81,,7.64,6.26,,,,,
0.68,1.81,,7.61,6.26,,,,,
0.68,1.81,,7.64,6.26,,,,,
0.68,1.81,,0.76,6.26,,,,,
0.7,1.81,,6.93,6.26,,,,,
0.68,1.81,,7.57,6.26,,,,,
0.07,1.81,,7.64,2634.35,,,,,
0.64,1.81,,7.64,269.11,,,,,
0.67,1.81,,7.61,32.56,,,,,
0.71,749.51,,7.64,8.91,,,,,
0.68,76.56,,7.64,6.57,,,,,
0.68,9.26,,7.61,6.33,,,,,
0.68,2.53,,7.64,6.31,,,,,
0.7,1.86,,7.64,6.28,,,,,
0.68,1.79,,7.61,6.28,,,,,
0.7,1.79,,7.64,6.28,,,,,
0.71,1.79,,7.64,6.28,,,,,
0.68,1.79,,7.61,6.28,,,,,
0.68,1.79,,7.64,6.28,,,,,
0.7,1.79,,7.64,6.28,,,,,
0.71,1.79,,7.61,6.28,,,,,
0.71,1.79,,0.76,6.28,,,,,
0.71,1.79,,6.95,6.28,,,,,
0.71,1.79,,7.54,6.28,,,,,
0.07,1.79,,7.61,2644.38,,,,,
0.64,1.79,,7.61,270.11,,,,,
0.7,1.79,,7.64,32.69,,,,,
0.71,741.49,,7.61,8.94,,,,,
0.68,75.76,,7.61,6.57,,,,,
0.68,9.17,,7.64,6.33,,,,,
0.7,2.52,,7.61,6.31,,,,,
0.68,1.86,,7.61,6.31,,,,,
0.7,1.78,,7.61,6.31,,,,,
0.68,1.77,,7.61,6.31,,,,,
0.68,1.79,,7.61,6.31,,,,,
0.7,1.77,,7.64,6.31,,,,,
0.71,1.77,,7.61,6.31,,,,,
0.68,1.77,,7.61,6.31,,,,,
0.68,1.77,,7.64,6.31,,,,,
0.68,1.77,,0.76,6.33,,,,,
0.68,1.77,,6.93,6.33,,,,,
0.68,1.77,,7.54,6.33,,,,,
0.07,1.77,,7.64,2654.3,,,,,
0.59,1.77,,7.61,271.13,,,,,
0.67,1.77,,7.61,32.81,,,,,
0.62,741.49,,7.61,8.98,,,,,
0.65,75.74,,7.61,6.59,,,,,
0.65,9.17,,7.61,6.36,,,,,
0.63,2.51,,7.61,6.31,,,,,
0.65,1.84,,7.61,6.33,,,,,
0.63,1.78,,7.61,6.31,,,,,
0.62,1.77,,7.61,6.31,,,,,
0.65,1.77,,7.61,6.31,,,,,
0.63,1.77,,7.61,6.31,,,,,
0.65,1.77,,7.61,6.31,,,,,
0.63,1.77,,7.61,6.31,,,,,
0.65,1.77,,7.61,6.31,,,,,
0.65,1.77,,0.76,6.31,,,,,
0.63,1.77,,6.93,6.31,,,,,
0.65,1.77,,7.54,6.31,,,,,
0.06,1.77,,7.58,2644.38,,,,,
0.59,1.77,,7.61,270.11,,,,,
0.64,1.77,,7.61,32.69,,,,,
0.65,749.51,,7.61,8.94,,,,,
0.65,76.56,,7.61,6.57,,,,,
0.65,9.26,,7.61,6.33,,,,,
0.65,2.53,,7.61,6.31,,,,,
0.63,1.86,,7.61,6.31,,,,,
0.6,1.79,,7.61,6.31,,,,,
0.62,1.79,,7.61,6.31,,,,,
0.6,1.79,,7.61,6.31,,,,,
0.6,1.79,,7.61,6.31,,,,,
0.6,1.79,,7.64,6.28,,,,,
0.6,1.79,,7.61,6.28,,,,,
0.6,1.79,,7.61,6.28,,,,,
0.6,1.79,,0.76,6.3,,,,,
0.62,1.79,,6.93,6.28,,,,,
0.6,1.79,,7.54,6.3,,,,,
0.06,1.79,,7.61,2644.35,,,,,
0.57,1.79,,7.61,270.09,,,,,
0.62,1.79,,7.61,32.68,,,,,
0.6,749.51,,7.61,8.94,,,,,
0.62,76.56,,7.61,6.57,,,,,
0.6,9.26,,7.61,6.33,,,,,
0.6,2.53,,7.61,6.31,,,,,
0.62,1.86,,7.61,6.31,,,,,
0.6,1.79,,7.61,6.31,,,,,
0.62,1.79,,7.61,6.31,,,,,
0.62,1.79,,7.61,6.31,,,,,
0.6,1.79,,7.61,6.31,,,,,
0.62,1.79,,7.61,6.31,,,,,
0.6,1.79,,7.61,6.31,,,,,
0.6,1.79,,7.61,6.31,,,,,
0.62,1.79,,0.76,6.31,,,,,
0.6,1.79,,6.93,6.31,,,,,
0.6,1.77,,7.54,6.31,,,,,
0.06,1.79,,7.61,2634.35,,,,,
0.54,1.77,,7.61,269.09,,,,,
0.59,1.77,,7.61,32.56,,,,,
0.57,741.49,,7.61,8.91,,,,,
0.57,75.74,,7.59,6.54,,,,,
0.59,9.17,,7.61,6.31,,,,,
0.57,2.51,,7.61,6.28,,,,,
0.59,1.84,,7.59,6.28,,,,,
0.57,1.78,,7.58,6.28,,,,,
0.57,1.77,,7.58,6.28,,,,,
0.57,1.77,,7.58,6.28,,,,,
0.57,1.77,,7.58,6.28,,,,,
0.57,1.77,,7.61,6.28,,,,,
0.57,1.77,,7.59,6.28,,,,,
0.57,1.77,,7.58,6.28,,,,,
0.57,1.77,,0.76,6.28,,,,,
0.54,1.77,,6.9,6.28,,,,,
0.57,1.77,,7.52,6.28,,,,,
0.06,1.77,,7.58,2634.35,,,,,
0.49,1.77,,7.58,269.09,,,,,
0.54,1.77,,7.58,32.56,,,,,
0.54,731.47,,7.58,8.91,,,,,
0.52,74.72,,7.58,6.54,,,,,
0.54,9.04,,7.58,6.31,,,,,
0.52,2.47,,7.58,6.28,,,,,
0.54,1.82,,7.58,6.28,,,,,
0.54,1.75,,7.58,6.28,,,,,
0.52,1.74,,7.58,6.28,,,,,
0.54,1.74,,7.56,6.3,,,,,
0.52,1.74,,7.53,6.31,,,,,
0.51,1.74,,7.53,6.31,,,,,
0.54,1.74,,7.55,6.31,,,,,
0.52,1.74,,7.56,6.31,,,,,
0.51,1.74,,0.76,6.33,,,,,
0.51,1.74,,6.88,6.33,,,,,
0.49,1.74,,7.46,6.31,,,,,
0.05,1.74,,7.53,2644.38,,,,,
0.44,1.74,,7.53,270.11,,,,,
0.48,1.74,,7.55,32.69,,,,,
0.49,731.47,,7.56,8.94,,,,,
0.49,74.72,,7.53,6.57,,,,,
0.49,9.04,,7.55,6.33,,,,,
0.49,2.47,,7.53,6.33,,,,,
0.49,1.82,,7.55,6.33,,,,,
0.49,1.75,,7.56,6.33,,,,,
0.49,1.74,,7.53,6.33,,,,,
0.49,1.74,,7.55,6.33,,,,,
0.49,1.74,,7.56,6.33,,,,,
0.49,1.74,,7.53,6.33,,,,,
0.49,1.74,,7.55,6.33,,,,,
0.49,1.74,,7.53,6.33,,,,,
0.49,1.74,,0.75,6.33,,,,,
0.51,1.74,,6.88,6.33,,,,,
0.49,1.74,,7.46,6.35,,,,,
0.05,1.74,,7.48,2664.32,,,,,
0.47,1.74,,7.47,272.15,,,,,
0.48,1.74,,7.5,32.93,,,,,
0.49,721.55,,7.45,8.99,,,,,
0.49,73.7,,7.45,6.6,,,,,
0.49,8.92,,7.45,6.36,,,,,
0.49,2.44,,7.45,6.33,,,,,
0.49,1.79,,7.45,6.33,,,,,
0.49,1.73,,7.47,6.33,,,,,
0.46,1.72,,7.45,6.33,,,,,
0.48,1.72,,7.45,6.33,,,,,
0.46,1.72,,7.45,6.33,,,,,
0.48,1.72,,7.4,6.33,,,,,
0.46,1.72,,7.32,6.33,,,,,
0.46,1.72,,7.33,6.33,,,,,
0.46,1.72,,0.73,6.33,,,,,
0.46,1.72,,6.77,6.33,,,,,
0.48,1.72,,7.4,6.33,,,,,
0.05,1.72,,7.56,2654.28,,,,,
0.44,1.72,,7.56,271.1,,,,,
0.48,1.72,,7.56,32.79,,,,,
0.49,721.55,,7.56,8.95,,,,,
0.49,73.7,,7.56,6.57,,,,,
0.49,8.92,,7.56,6.33,,,,,
0.49,2.44,,7.56,6.31,,,,,
0.49,1.77,,7.56,6.31,,,,,
0.49,1.73,,7.56,6.31,,,,,
0.49,1.72,,7.56,6.31,,,,,
0.49,1.7,,7.56,6.31,,,,,
0.49,1.72,,7.56,6.33,,,,,
0.49,1.72,,7.56,6.33,,,,,
0.49,1.7,,7.56,6.33,,,,,
0.46,1.7,,7.56,6.33,,,,,
0.48,1.7,,0.76,6.33,,,,,
0.46,1.72,,6.88,6.33,,,,,
0.46,1.7,,7.49,6.33,,,,,
0.05,1.7,,7.56,2654.3,,,,,
0.42,1.72,,7.56,271.13,,,,,
0.48,1.7,,7.58,32.81,,,,,
0.46,721.55,,7.56,8.98,,,,,
0.48,73.7,,7.58,6.59,,,,,
0.46,8.92,,7.58,6.36,,,,,
0.46,2.44,,7.56,6.33,,,,,
0.48,1.79,,7.58,6.33,,,,,
0.46,1.73,,7.58,6.33,,,,,
0.46,1.72,,7.56,6.33,,,,,
0.46,1.72,,7.58,6.33,,,,,
0.46,1.72,,7.58,6.33,,,,,
0.46,1.72,,7.56,6.33,,,,,
0.46,1.72,,7.58,6.33,,,,,
0.46,1.72,,7.58,6.33,,,,,
0.46,1.72,,0.76,6.33,,,,,
0.46,1.72,,6.9,6.33,,,,,
0.46,1.72,,7.52,6.33,,,,,
0.05,1.72,,7.58,2654.32,,,,,
0.39,1.72,,7.56,271.15,,,,,
0.45,1.72,,7.58,32.83,,,,,
0.43,721.55,,7.58,9,,,,,
0.43,73.7,,7.56,6.62,,,,,
0.43,8.92,,7.58,6.38,,,,,
0.43,2.44,,7.58,6.36,,,,,
0.43,1.79,,7.56,6.35,,,,,
0.41,1.73,,7.58,6.35,,,,,
0.43,1.72,,7.58,6.35,,,,,
0.43,1.72,,7.58,6.35,,,,,
0.43,1.72,,7.56,6.35,,,,,
0.43,1.72,,7.58,6.35,,,,,
0.43,1.72,,7.58,6.35,,,,,
0.43,1.72,,7.56,6.35,,,,,
0.43,1.72,,0.76,6.35,,,,,
0.43,1.72,,6.9,6.37,,,,,
0.43,1.72,,7.49,6.37,,,,,
0.04,1.72,,7.53,2672.34,,,,,
0.39,1.72,,7.53,272.97,,,,,
0.43,1.72,,7.63,33.01,,,,,
0.43,721.55,,7.56,9.02,,,,,
0.41,73.7,,7.51,6.62,,,,,
0.43,8.92,,7.63,6.38,,,,,
0.41,2.44,,7.59,6.36,,,,,
0.4,1.79,,7.51,6.35,,,,,
0.43,1.73,,7.63,6.35,,,,,
0.41,1.72,,7.59,6.35,,,,,
0.43,1.72,,7.48,6.35,,,,,
0.43,1.72,,7.62,6.35,,,,,
0.43,1.72,,7.61,6.35,,,,,
0.43,1.72,,7.49,6.35,,,,,
0.43,1.7,,7.62,6.35,,,,,
0.43,1.72,,0.76,6.35,,,,,
0.41,1.72,,6.8,6.35,,,,,
0.43,1.7,,7.53,6.37,,,,,
0.04,1.72,,7.64,2672.34,,,,,
0.39,1.7,,7.59,272.97,,,,,
0.4,1.72,,7.48,33.01,,,,,
0.43,711.53,,7.62,9.04,,,,,
0.43,72.68,,7.59,6.64,,,,,
0.41,8.79,,7.48,6.42,,,,,
0.43,2.41,,7.62,6.4,,,,,
0.41,1.77,,7.61,6.4,,,,,
0.43,1.7,,7.49,6.4,,,,,
0.41,1.7,,7.6,6.4,,,,,
0.4,1.7,,7.63,6.4,,,,,
0.4,1.7,,7.49,6.4,,,,,
0.4,1.7,,7.57,6.4,,,,,
0.4,1.7,,7.63,6.4,,,,,
0.38,1.7,,7.49,6.4,,,,,
0.4,1.7,,0.75,6.4,,,,,
0.4,1.7,,6.95,6.4,,,,,
0.4,1.7,,7.45,6.4,,,,,
0.04,1.7,,7.53,2682.26,,,,,
0.34,1.7,,7.5,273.96,,,,,
0.4,1.7,,7.62,33.13,,,,,
0.38,701.51,,7.56,9.05,,,,,
0.38,71.66,,7.48,6.64,,,,,
0.38,8.67,,7.6,6.4,,,,,
0.35,2.37,,7.61,6.37,,,,,
0.37,1.74,,7.49,6.37,,,,,
0.37,1.68,,7.57,6.37,,,,,
0.38,1.67,,7.63,6.37,,,,,
0.38,1.67,,7.51,6.37,,,,,
0.38,1.67,,7.55,6.37,,,,,
0.38,1.67,,7.63,6.37,,,,,
0.35,1.67,,7.51,6.35,,,,,
0.37,1.67,,7.53,6.35,,,,,
0.37,1.67,,0.75,6.35,,,,,
0.38,1.67,,6.85,6.35,,,,,
0.38,1.67,,7.41,6.35,,,,,
0.04,1.67,,7.47,2672.36,,,,,
0.34,1.67,,7.57,272.99,,,,,
0.37,1.67,,7.61,33.06,,,,,
0.38,691.48,,7.49,9.06,,,,,
0.38,70.63,,7.55,6.66,,,,,
0.38,8.55,,7.63,6.42,,,,,
0.38,2.34,,7.51,6.38,,,,,
0.38,1.72,,7.53,6.37,,,,,
0.38,1.66,,7.63,6.37,,,,,
0.38,1.65,,7.54,6.37,,,,,
0.35,1.65,,7.45,6.37,,,,,
0.37,1.65,,7.6,6.37,,,,,
0.35,1.65,,7.56,6.37,,,,,
0.37,1.65,,7.46,6.37,,,,,
0.37,1.65,,7.55,6.37,,,,,
0.35,1.65,,0.75,6.37,,,,,
0.37,1.65,,6.78,6.37,,,,,
0.35,1.65,,7.43,6.37,,,,,
0.04,1.65,,7.29,2672.34,,,,,
0.34,1.65,,7.23,272.97,,,,,
0.35,1.65,,7.3,33.03,,,,,
0.32,681.56,,7.31,9.04,,,,,
0.34,69.62,,7.21,6.64,,,,,
0.35,8.45,,7.27,6.4,,,,,
0.32,2.31,,7.3,6.36,,,,,
0.35,1.69,,7.21,6.35,,,,,
0.32,1.65,,7.27,6.35,,,,,
0.32,1.63,,7.35,6.35,,,,,
0.34,1.63,,7.24,6.35,,,,,
0.32,1.63,,7.25,6.35,,,,,
0.35,1.63,,7.38,6.35,,,,,
0.277822625,45.41148216,,7.36,6.35,,,,,
